City_ID,City,Country,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Current Description
458,Goure,NE,13.9835,10.2704,93.07,14,93,5.23,overcast clouds
459,Kachiry,KZ,53.0675,76.1036,61.86,64,88,18.1,overcast clouds
460,Sungaipenuh,ID,-2.0833,101.3833,65.71,98,99,0.89,moderate rain
461,Beaverlodge,CA,55.2166,-119.4361,37.15,79,100,7.23,overcast clouds
462,Acari,PE,-15.4311,-74.6158,79.63,54,62,10.25,broken clouds
463,Fort Nelson,CA,58.8053,-122.7002,36.91,93,100,6.89,overcast clouds
464,Mont-Dore,NC,-22.2833,166.5833,71.58,90,73,7.4,broken clouds
465,Kresttsy,RU,58.2452,32.5165,35.24,60,69,3.58,broken clouds
466,Ust-Maya,RU,60.4167,134.5333,19.02,98,40,1.39,scattered clouds
467,Escarcega,MX,18.6089,-90.7454,95.61,37,13,4.56,few clouds
468,Ambilobe,MG,-13.2,49.05,74.16,93,31,2.91,scattered clouds
469,Usta Muhammad,PK,28.1794,68.0445,99.63,8,0,6.31,clear sky
470,Tobol,KZ,52.6844,62.5794,48.96,61,100,14.61,light rain
471,Orbetello,IT,42.4408,11.2196,57.9,71,10,3.36,clear sky
472,Rognan,NO,67.0953,15.3878,37.76,67,99,2.55,overcast clouds
473,San Ramon,US,37.7799,-121.978,72.95,63,0,13.8,clear sky
474,Gao,ML,16.6362,1.637,96.51,9,80,5.7,broken clouds
475,Klyuchi,RU,52.2667,79.1667,62.58,30,23,7.99,few clouds
476,Tucuma,BR,-0.1833,-50.05,79.05,89,97,5.32,overcast clouds
477,Gravdal,NO,68.1214,13.5031,36.63,56,77,5.41,light rain
478,Lufilufi,WS,-13.8745,-171.5986,82.22,79,90,11.99,light rain
479,Katsuura,JP,35.1333,140.3,53.62,67,59,6.08,broken clouds
480,Belmonte,BR,-15.8631,-38.8828,80.13,71,18,6.87,few clouds
481,Petauke,ZM,-14.2426,31.3253,64.38,71,26,3.76,scattered clouds
482,Turka,UA,49.1541,23.0297,49.15,79,92,2.86,overcast clouds
483,Labuan,MY,5.2767,115.2417,81.55,77,100,5.61,overcast clouds
484,Bend,US,44.0582,-121.3153,54.68,58,75,16.11,broken clouds
485,Peterhead,GB,57.5058,-1.7981,48.6,88,100,17.63,light rain
486,Chancay,PE,-11.5714,-77.2672,70.74,75,65,8.77,broken clouds
487,Collie,AU,-33.3667,116.15,49.82,95,0,2.51,clear sky
488,Udachnyy,RU,66.4167,112.4,19.45,85,98,26.04,light snow
489,San Vicente,AR,-26.6167,-54.1333,72.48,91,69,5.55,broken clouds
490,Nantucket,US,41.2835,-70.0995,55.54,59,0,19.57,clear sky
491,Sichevita,RO,44.735,21.8486,51.1,81,13,5.53,few clouds
492,Nacala,MZ,-14.5428,40.6728,72.27,78,4,6.17,clear sky
493,Mecca,SA,21.4267,39.8261,87.94,48,5,2.21,clear sky
494,Comodoro Rivadavia,AR,-45.8667,-67.5,53.46,54,40,13.8,scattered clouds
495,Brasilia De Minas,BR,-16.2064,-44.4333,87.84,23,1,5.57,clear sky
496,Lata,PT,40.1629,-8.3327,69.17,49,8,6.96,clear sky
497,Charters Towers,AU,-20.1,146.2667,68.16,83,55,6.82,broken clouds
498,Calamar,CO,10.2511,-74.9146,93.96,49,100,5.32,overcast clouds
499,Windhoek,NA,-22.5594,17.0832,66.4,33,4,2.3,clear sky
500,Hovd,MN,48.0056,91.6419,52.03,23,40,6.44,scattered clouds
501,Imbituba,BR,-28.24,-48.6703,70.86,62,40,15.08,moderate rain
502,Leningradskiy,RU,69.3833,178.4167,5.47,96,96,5.39,overcast clouds
503,Kiunga,PG,-6.1219,141.2906,75.54,86,100,1.1,overcast clouds
504,Moosomin,CA,50.1333,-101.6677,44.82,78,100,14.38,overcast clouds
505,Awjilah,LY,29.1081,21.2869,83.66,17,2,8.34,clear sky
506,Digapahandi,IN,19.3667,84.5833,83.1,54,34,4.43,scattered clouds
507,Canyon Rim,US,40.7066,-111.8219,62.42,26,40,10.36,scattered clouds
508,Kargopol,RU,61.5071,38.9456,27.7,84,76,4.32,broken clouds
509,Uzhur,RU,55.3036,89.8339,55.87,49,52,8.34,broken clouds
510,Marienburg,PL,54.0359,19.0266,52.84,64,72,6.64,broken clouds
511,Esperance,AU,-33.8667,121.9,58.41,77,0,7.76,clear sky
512,La Paz,BO,-16.5,-68.15,64.38,36,40,6.91,scattered clouds
513,Puerto Leguizamo,CO,-0.1934,-74.7819,75.65,89,100,2.15,overcast clouds
514,Pak Phanang,TH,8.3511,100.202,79.3,78,67,5.88,broken clouds
515,Marawi,PH,7.9986,124.2928,68.07,95,96,1.43,overcast clouds
516,Cravo Norte,CO,6.3017,-70.2041,75.72,83,100,6.8,overcast clouds
517,Toppenish,US,46.3774,-120.3087,55.4,87,100,2.53,overcast clouds
518,Khromtau,KZ,50.2503,58.4347,50.16,83,100,14.74,light rain
519,Bermejo,AR,-32.8833,-68.8,69.71,28,0,5.75,clear sky
520,Kiama,AU,-34.6833,150.8667,57.99,72,49,3.0,scattered clouds
521,Emerald,AU,-23.5333,148.1667,63.34,82,18,5.21,few clouds
522,Presidencia Roque Saenz Pena,AR,-26.7852,-60.4388,74.8,54,100,3.38,overcast clouds
523,Namibe,AO,-15.1961,12.1522,74.75,81,8,6.42,clear sky
524,Ostrovnoy,RU,68.0531,39.5131,21.52,82,90,10.09,overcast clouds
525,Tsiroanomandidy,MG,-18.7667,46.0333,66.27,88,54,2.24,broken clouds
526,Laguna,US,38.421,-121.4238,77.14,44,0,4.61,clear sky
527,Batagay-Alyta,RU,67.8006,130.4114,-0.29,89,9,5.66,clear sky
528,Kudahuvadhoo,MV,2.6708,72.8944,85.77,69,83,15.99,broken clouds
529,Jesup,US,31.6074,-81.8854,84.13,32,40,0.0,scattered clouds
530,Zaragoza,ES,41.6561,-0.8773,71.02,40,0,19.57,clear sky
531,Sibolga,ID,1.7427,98.7792,77.67,89,100,3.0,overcast clouds
532,Gornopravdinsk,RU,60.05,69.9,30.43,70,40,3.29,scattered clouds
533,Saharsa,IN,25.8833,86.6,78.24,65,73,18.81,broken clouds
534,Kurilsk,RU,45.2333,147.8833,32.49,89,98,12.03,overcast clouds
535,Alofi,NU,-19.0595,-169.9187,80.31,81,98,13.8,moderate rain
536,Lagoa,PT,39.05,-27.9833,61.2,86,2,12.26,clear sky
537,Kirovsk,UA,48.6375,38.6428,44.8,75,55,4.25,broken clouds
538,Chalchihuites,MX,23.4833,-103.8833,74.7,13,0,3.6,clear sky
539,Gboko,NG,7.3179,8.9951,90.23,44,94,9.19,light rain
540,Kahului,US,20.8947,-156.47,75.22,77,40,13.8,scattered clouds
541,Dubbo,AU,-32.25,148.6167,44.73,93,4,9.22,clear sky
542,Miramar,US,25.9873,-80.2323,82.42,65,0,9.22,clear sky
543,Skjervoy,NO,70.0311,20.9714,30.2,73,100,22.26,light snow
544,Frederico Westphalen,BR,-27.3592,-53.3944,71.44,87,94,1.86,overcast clouds
545,Long Xuyen,VN,10.3833,105.4167,76.95,86,99,5.23,overcast clouds
546,Svetlogorsk,BY,52.6333,29.7333,43.88,56,43,4.03,scattered clouds
547,Sur,OM,22.5667,59.5289,88.79,57,55,0.67,broken clouds
548,Alasehir,TR,38.3508,28.5172,59.36,82,96,4.45,overcast clouds
549,Kovur,IN,14.4833,79.9833,84.13,72,9,10.85,clear sky
550,Roanne,FR,46.0,4.0,57.74,61,8,10.63,clear sky
551,Muskegon,US,43.3,-86.1334,57.6,64,100,13.8,thunderstorm
552,Shebunino,RU,46.4339,141.8603,35.2,67,58,3.04,broken clouds
553,Natchez,US,31.5604,-91.4032,83.64,54,75,11.5,broken clouds
554,Rajbiraj,NP,26.5333,86.75,76.5,64,100,14.99,overcast clouds
555,Mantua,IT,45.1667,10.7833,68.61,52,96,5.82,light rain
556,Inhambane,MZ,-23.865,35.3833,72.59,79,1,1.63,clear sky
557,Hailey,US,43.5196,-114.3153,50.79,39,100,5.99,overcast clouds
558,Mineros,BO,-17.1167,-63.2333,88.57,39,17,4.72,few clouds
559,Chincholi,IN,17.4667,77.4333,96.22,13,41,3.6,scattered clouds
560,Matagami,CA,49.7502,-77.6328,51.91,20,0,5.75,clear sky
561,Kourou,GF,5.1552,-52.6478,86.05,63,66,10.2,broken clouds
562,Polunochnoye,RU,60.8697,60.4153,29.7,83,52,5.12,broken clouds
563,Mglin,RU,53.0591,32.8475,41.2,61,46,4.68,scattered clouds
564,Nemuro,JP,43.3236,145.575,36.61,62,30,6.42,scattered clouds
565,Edd,ER,13.9297,41.6925,86.05,68,48,13.44,scattered clouds
566,Cedar City,US,37.6775,-113.0619,63.39,21,0,0.0,clear sky
567,Lazaro Cardenas,MX,17.9583,-102.2,83.62,51,3,9.71,clear sky
568,Doume,CM,4.2333,13.45,75.16,78,79,4.79,light rain
569,Sao Lourenco Do Sul,BR,-31.3653,-51.9783,64.02,61,2,6.91,clear sky
570,Salina,US,38.8403,-97.6114,62.73,50,100,34.52,overcast clouds
571,Apata,RO,45.95,25.5167,46.9,74,29,5.19,scattered clouds
572,Gigmoto,PH,13.7796,124.39,80.47,83,77,7.45,broken clouds
573,Bilma,NE,18.6853,12.9164,96.17,8,68,3.15,broken clouds
574,Korla,CN,41.7597,86.1469,60.98,25,3,4.68,clear sky
575,Halifax,CA,44.6453,-63.5724,38.17,96,100,12.55,overcast clouds
576,Dawson Creek,CA,55.7666,-120.2362,37.04,81,100,3.44,overcast clouds
577,Nedjo,ET,9.5046,35.5019,69.37,51,56,4.92,broken clouds
578,Plouzane,FR,48.3833,-4.6167,53.65,76,0,13.8,clear sky
579,Jiaohe,CN,43.7286,127.3447,36.14,77,100,9.98,overcast clouds
580,Mana,GF,5.6592,-53.7767,83.62,64,47,11.32,scattered clouds
581,Labuhan,ID,-6.8844,112.2051,77.14,90,100,1.97,overcast clouds
582,Cockburn Town,TC,21.4612,-71.1419,76.71,75,91,18.92,overcast clouds
583,Podlesnoye,RU,51.8161,47.009,49.8,54,93,5.84,overcast clouds
584,Bose,IT,45.4612,8.0137,58.64,65,99,2.48,overcast clouds
585,Adeje,ES,28.1227,-16.726,72.7,55,0,21.85,clear sky
586,San Cristobal,VE,7.7669,-72.225,84.38,85,100,6.53,overcast clouds
587,Vigia,BR,-0.8583,-48.1417,80.08,87,91,7.58,overcast clouds
588,Yining,CN,29.0361,114.5636,55.98,97,100,2.62,light rain
589,Pacific Grove,US,36.6177,-121.9166,66.81,83,20,10.36,few clouds
590,Davila,PH,18.4726,120.5763,80.58,78,86,4.52,overcast clouds
591,Seymchan,RU,62.8833,152.4333,16.88,96,99,4.14,overcast clouds
592,Mpika,ZM,-11.8343,31.4529,59.4,92,80,3.98,broken clouds
593,Middlebury,US,44.0153,-73.1673,55.27,38,0,17.27,clear sky
594,Najran,SA,17.4924,44.1277,83.05,33,60,4.43,broken clouds
595,Coxim,BR,-18.5067,-54.76,95.11,24,9,11.5,clear sky
596,Ayan,RU,56.45,138.1667,31.86,92,100,7.34,overcast clouds
597,Nisia Floresta,BR,-6.0911,-35.2086,86.38,65,85,12.73,overcast clouds
598,Vila Franca Do Campo,PT,37.7167,-25.4333,66.61,71,4,5.66,clear sky
599,Khovu-Aksy,RU,51.1333,93.6,46.87,39,99,5.64,overcast clouds
600,Biltine,TD,14.5333,20.9167,97.32,7,100,6.53,overcast clouds
601,Ramsar,IR,36.9226,50.6426,62.04,94,100,0.0,overcast clouds
602,Bull Savanna,JM,17.8868,-77.5902,82.47,61,7,13.06,clear sky
603,Henties Bay,NA,-22.116,14.2845,59.9,79,0,8.81,clear sky
604,Hoi An,VN,15.8794,108.335,80.56,91,93,2.68,overcast clouds
605,Kidal,ML,18.4411,1.4078,96.51,9,91,12.44,overcast clouds
606,Horsham,GB,51.064,-0.3272,61.0,71,0,9.22,clear sky
607,Emiliano Zapata,MX,18.8333,-99.1833,86.61,32,0,3.44,clear sky
608,Izumo,JP,35.3667,132.7667,53.55,80,100,6.06,moderate rain
609,Pucallpa,PE,-8.3791,-74.5539,89.64,58,75,2.3,broken clouds
610,Coahuayana,MX,18.7333,-103.6833,88.36,36,3,8.16,clear sky
611,Manggar,ID,-2.8833,108.2667,80.04,82,46,2.71,scattered clouds
612,Dhidhdhoo,MV,6.8833,73.1,85.14,75,100,9.98,overcast clouds
613,Lulea,SE,65.5842,22.1547,35.67,75,0,5.75,clear sky
614,Alanya,TR,36.5438,31.9998,69.93,63,69,4.18,broken clouds
615,Nilanga,IN,18.1,76.7667,93.88,17,51,16.91,broken clouds
616,Skibbereen,IE,51.55,-9.2667,54.1,78,100,7.81,overcast clouds
617,Narrabri,AU,-30.3167,149.7833,52.52,93,96,5.75,overcast clouds
618,Shingu,JP,33.7333,135.9833,59.11,82,100,8.66,overcast clouds
619,Kokoda,PG,-8.8785,147.7407,73.51,95,94,1.23,overcast clouds
620,Mocuba,MZ,-16.8392,36.9856,66.4,92,1,2.46,clear sky
621,Vostok,RU,46.4856,135.8833,36.37,85,100,5.14,light rain
622,Road Town,VG,18.4167,-64.6167,78.89,94,75,5.75,light rain
623,Katherine,AU,-14.4667,132.2667,82.72,44,100,5.75,overcast clouds
624,Shibetsu,JP,43.659,145.132,34.38,64,16,5.19,few clouds
625,Ulaanbaatar,MN,47.9077,106.8832,33.93,51,0,4.47,clear sky
626,Almansa,ES,38.8692,-1.0971,62.78,64,98,6.89,overcast clouds
627,Bireun,ID,5.203,96.7009,80.89,83,100,5.01,overcast clouds
628,Tartagal,AR,-22.5164,-63.8013,66.38,68,95,3.98,overcast clouds
629,Gizo,SB,-8.103,156.8419,82.17,72,26,0.92,scattered clouds
630,Tahoua,NE,14.8888,5.2692,102.18,6,0,3.44,clear sky
631,Beringovskiy,RU,63.05,179.3167,24.93,94,100,15.43,light snow
632,Katima Mulilo,NA,-17.5,24.2667,67.3,43,0,1.99,clear sky
633,Rosarito,MX,32.3333,-117.0333,76.62,72,7,9.17,clear sky
634,Cabedelo,BR,-6.9811,-34.8339,84.87,71,65,14.34,broken clouds
635,Maningrida,AU,-12.0667,134.2667,75.38,88,55,8.39,broken clouds
636,Ganganagar,IN,29.9167,73.8833,92.52,12,25,4.94,scattered clouds
637,Tombouctou,ML,20.0,-3.0,93.81,6,0,9.4,clear sky
638,Dalvik,IS,65.9702,-18.5286,53.53,60,89,11.9,overcast clouds
639,Hannibal,US,39.7084,-91.3585,70.7,64,75,14.97,broken clouds
640,Port Hedland,AU,-20.3167,118.5667,73.45,64,75,6.91,broken clouds
641,Diplo,PK,24.4667,69.584,85.24,63,0,18.95,clear sky
642,Siemiatycze,PL,52.4272,22.8623,48.49,73,86,6.55,overcast clouds
643,Fairlie,GB,55.756,-4.8556,51.42,92,100,8.01,moderate rain
644,Francistown,BW,-21.17,27.5079,73.53,35,39,7.85,scattered clouds
645,Kolvereid,NO,64.8655,11.6047,39.13,76,89,2.06,overcast clouds
646,Arona,ES,28.0996,-16.681,68.52,53,0,21.85,clear sky
647,Oussouye,SN,12.485,-16.5469,89.78,40,47,11.61,scattered clouds
648,Doctor Arroyo,MX,23.6667,-100.1833,79.3,27,0,4.41,clear sky
649,Wadena,US,46.4425,-95.1361,47.95,100,100,8.05,overcast clouds
650,Pangody,RU,65.85,74.4859,21.9,95,96,4.99,light snow
651,Sokoni,TZ,-6.4333,39.55,81.63,74,69,16.91,light rain
652,Hirara,JP,24.8,125.2833,75.54,86,100,8.12,overcast clouds
653,Drezdenko,PL,52.8383,15.8308,56.89,57,100,5.28,overcast clouds
654,Acapulco,MX,16.8634,-99.8901,85.82,70,0,11.5,clear sky
655,Penzance,GB,50.1186,-5.5371,52.48,74,100,3.53,overcast clouds
656,Alberton,CA,46.8168,-64.0654,33.93,98,100,21.0,snow
657,Espanola,US,35.9911,-106.0806,71.01,10,4,3.0,clear sky
658,Vardo,NO,70.3705,31.1107,29.7,61,97,17.96,light snow
659,Puerto Baquerizo Moreno,EC,-0.9,-89.6,81.59,65,20,16.11,few clouds
660,Tafresh,IR,34.692,50.013,55.6,57,91,1.83,light rain
661,Puerto Escondido,MX,15.85,-97.0667,86.83,70,0,6.91,clear sky
662,Laurel,US,39.0993,-76.8483,70.74,25,0,6.91,clear sky
663,Bima,ID,-8.4667,118.7167,76.19,90,100,1.88,overcast clouds
664,Iranshahr,IR,27.2025,60.6848,91.74,25,50,18.41,scattered clouds
665,Pokhara,NP,28.2333,83.9833,73.6,51,100,4.59,overcast clouds
666,Mudanjiang,CN,44.5833,129.6,35.73,96,98,3.42,overcast clouds
667,Pailon,BO,-17.65,-62.75,83.88,39,6,6.78,clear sky
668,La Palma,US,33.8464,-118.0467,83.66,58,0,9.22,haze
669,Severobaykalsk,RU,55.65,109.3167,33.85,96,100,1.14,overcast clouds
670,Arkhangelskoye,RU,55.8549,35.3287,34.14,70,69,1.1,broken clouds
671,Tahe,CN,52.3333,124.7333,26.62,46,56,3.22,broken clouds
672,Neiafu,TO,-18.65,-173.9833,75.88,100,75,10.36,thunderstorm
673,Dukhovshchina,RU,55.1919,32.4111,37.99,66,72,3.85,broken clouds
674,The Valley,AI,18.217,-63.0578,82.26,80,100,12.28,overcast clouds
675,Novyy Buh,UA,47.6931,32.5216,51.08,60,29,7.18,scattered clouds
676,Kodinsk,RU,58.6881,99.1844,43.32,98,98,0.96,overcast clouds
677,Elko,US,41.0002,-115.5012,60.06,31,60,1.01,broken clouds
678,Dehloran,IR,32.6941,47.2679,82.4,28,2,7.85,clear sky
679,Zauralskiy,RU,54.7875,61.2365,43.02,48,100,8.08,overcast clouds
680,Gobabis,NA,-22.45,18.9667,71.83,26,56,7.65,broken clouds
681,Bemidji,US,47.4736,-94.8803,44.06,99,100,11.5,moderate rain
682,Tshikapa,CD,-6.4167,20.8,73.2,91,80,1.5,broken clouds
683,Port-Cartier,CA,50.0334,-66.8654,46.51,81,94,11.18,overcast clouds
684,Noumea,NC,-22.2763,166.4572,71.58,88,60,9.78,broken clouds
685,Leshukonskoye,RU,64.8989,45.7622,24.55,94,100,3.09,overcast clouds
686,Schroeder,BR,-26.4125,-49.0731,69.76,82,100,1.5,overcast clouds
687,Vanimo,PG,-2.6741,141.3028,76.86,89,100,4.85,overcast clouds
688,Tawau,MY,4.2498,117.8871,75.33,86,65,2.93,broken clouds
