City_ID,City,Country,Date,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed
283,Black River,JM,2022-04-26 19:31:59,18.0264,-77.8487,81.3,68,89,3.36
284,Primorsko,BG,2022-04-26 19:32:00,42.2667,27.7667,59.22,77,56,0.85
285,Kavaratti,IN,2022-04-26 19:32:00,10.5669,72.642,85.03,74,32,7.27
286,Saint-Paul,RE,2022-04-26 19:32:01,-21.0096,55.2707,75.29,76,3,0.45
287,Saint-Pierre,RE,2022-04-26 19:29:06,-21.3393,55.4781,73.29,73,0,4.61
288,Iralaya,HN,2022-04-26 19:32:02,15.0,-83.2333,80.67,83,97,10.65
289,Rovaniemi,FI,2022-04-26 19:27:46,66.5,25.7167,27.81,46,0,9.22
290,Pachmarhi,IN,2022-04-26 19:32:03,22.4667,78.4333,77.83,17,1,4.38
291,Challapata,BO,2022-04-26 19:32:04,-18.9,-66.7667,58.55,11,17,5.66
292,Tura,IN,2022-04-26 19:32:05,25.5198,90.2201,73.63,82,0,5.19
293,Kavieng,PG,2022-04-26 19:32:05,-2.5744,150.7967,82.96,77,4,14.2
294,Itarema,BR,2022-04-26 19:32:06,-2.9248,-39.9167,78.73,87,69,12.06
295,Ajaccio,FR,2022-04-26 19:28:07,42.0,8.9167,53.65,77,0,3.44
296,Ranong,TH,2022-04-26 19:32:07,9.9658,98.6348,79.5,83,22,0.98
297,Severnoye,RU,2022-04-26 19:32:08,56.3491,78.3619,42.21,63,10,4.05
298,Harper,LR,2022-04-26 19:32:08,4.375,-7.7169,79.88,85,100,7.23
299,Port Hardy,CA,2022-04-26 19:32:09,50.6996,-127.4199,46.58,81,75,6.91
300,Andrews,US,2022-04-26 19:32:10,32.3187,-102.5457,70.41,30,40,14.97
301,Wajir,KE,2022-04-26 19:32:10,1.7471,40.0573,79.86,71,79,6.31
302,Ambon,ID,2022-04-26 19:32:11,-3.6954,128.1814,81.21,79,56,4.65
303,Beringovskiy,RU,2022-04-26 19:32:11,63.05,179.3167,32.11,99,100,9.6
304,Dryden,CA,2022-04-26 19:29:03,49.7833,-92.7503,28.69,37,20,6.91
305,Ancud,CL,2022-04-26 19:31:31,-41.8697,-73.8203,42.22,70,100,16.04
306,Hasaki,JP,2022-04-26 19:32:13,35.7333,140.8333,72.28,87,100,32.84
307,Hamilton,US,2022-04-26 19:29:04,39.1834,-84.5333,56.98,53,40,9.22
308,Kem,RU,2022-04-26 19:32:14,64.9555,34.5793,24.3,73,85,7.38
309,Souillac,MU,2022-04-26 19:32:15,-20.5167,57.5167,75.58,88,75,10.36
310,Bellevue,US,2022-04-26 19:28:04,47.6104,-122.2007,53.76,76,100,12.66
311,Laguna,US,2022-04-26 19:32:16,38.421,-121.4238,74.14,40,0,6.91
312,Perth,AU,2022-04-26 19:29:27,-31.9333,115.8333,59.18,93,75,8.05
313,Zheleznodorozhnyy,RU,2022-04-26 19:32:17,55.7503,38.0042,55.58,66,100,6.13
314,Teluk Nibung,ID,2022-04-26 19:32:17,3.001,99.8164,79.83,88,100,7.05
315,Bonthe,SL,2022-04-26 19:32:18,7.5264,-12.505,81.0,80,86,11.07
316,Songjianghe,CN,2022-04-26 19:32:19,42.1859,127.479,28.56,72,1,2.98
317,Shimoda,JP,2022-04-26 19:32:19,34.6667,138.95,69.1,95,100,23.22
318,Cururupu,BR,2022-04-26 19:32:20,-1.8283,-44.8683,80.96,75,99,5.77
319,Tecoanapa,MX,2022-04-26 19:32:20,16.5167,-98.75,87.64,51,12,13.35
320,Senanga,ZM,2022-04-26 19:32:21,-16.1167,23.2667,69.82,51,60,5.26
321,Olga,RU,2022-04-26 19:32:22,43.7444,135.2892,39.65,88,52,9.75
322,North Bend,US,2022-04-26 19:28:40,43.4065,-124.2243,55.92,82,75,14.97
323,Samarai,PG,2022-04-26 19:33:23,-10.6167,150.6667,81.07,77,100,4.99
324,Pokhara,NP,2022-04-26 19:33:23,28.2333,83.9833,72.37,27,0,8.19
325,Mount Isa,AU,2022-04-26 19:31:16,-20.7333,139.5,69.57,94,40,6.91
326,Guerrero Negro,MX,2022-04-26 19:30:30,27.9769,-114.0611,76.84,36,7,14.56
327,Narsaq,GL,2022-04-26 19:30:26,60.9167,-46.05,43.02,74,99,0.85
328,Barao De Melgaco,BR,2022-04-26 19:33:25,-16.1944,-55.9675,93.02,36,51,6.73
329,Shu,KZ,2022-04-26 19:33:26,43.5983,73.7614,57.97,59,100,4.56
330,Tukrah,LY,2022-04-26 19:33:27,32.5341,20.5791,66.79,49,2,15.12
331,Jian,CN,2022-04-26 19:30:15,27.1172,114.9793,71.1,97,34,1.43
332,Merauke,ID,2022-04-26 19:33:28,-8.4667,140.3333,77.61,85,100,3.96
333,Eureka,US,2022-04-26 19:33:28,40.8021,-124.1637,62.74,69,7,10.0
334,Mahur,IN,2022-04-26 19:33:29,25.1667,93.1167,66.9,69,0,0.81
335,Davlekanovo,RU,2022-04-26 19:33:30,54.2215,55.0343,56.79,64,63,12.28
336,Mahebourg,MU,2022-04-26 19:31:43,-20.4081,57.7,76.24,88,75,10.36
337,Komsomolskiy,UZ,2022-04-26 19:33:31,40.4272,71.7189,68.72,56,75,9.22
338,Torbay,CA,2022-04-26 19:30:01,47.6666,-52.7314,42.76,89,100,14.0
339,Pangai,TO,2022-04-26 19:33:32,-19.8,-174.35,73.51,83,75,2.3
340,Talnakh,RU,2022-04-26 19:33:32,69.4865,88.3972,11.21,94,89,7.52
341,New Glasgow,CA,2022-04-26 19:33:33,45.5834,-62.6486,58.78,65,100,9.82
342,Sobolevo,RU,2022-04-26 19:33:33,54.4299,31.8996,44.87,75,100,4.74
343,Namibe,AO,2022-04-26 19:33:34,-15.1961,12.1522,71.64,74,1,4.81
344,Ostersund,SE,2022-04-26 19:33:35,63.1792,14.6357,31.6,64,40,11.5
345,Villach,AT,2022-04-26 19:33:36,46.6103,13.8558,50.9,95,100,4.0
346,Kimbe,PG,2022-04-26 19:33:36,-5.5502,150.1429,75.94,91,16,3.69
347,Victoria,HK,2022-04-26 19:31:12,22.2855,114.1577,80.65,89,2,7.0
348,Montrose,US,2022-04-26 19:33:38,38.4166,-108.2673,58.41,15,99,23.4
349,Chara,RU,2022-04-26 19:33:38,56.9064,118.2631,19.94,65,95,2.98
350,Weyburn,CA,2022-04-26 19:33:39,49.6668,-103.8511,39.42,48,64,31.07
351,Kyzyl-Suu,KG,2022-04-26 19:33:40,42.3414,78.0056,46.4,42,13,9.37
352,Spencer,US,2022-04-26 19:33:40,43.1414,-95.1444,51.57,45,0,5.75
353,Alugan,PH,2022-04-26 19:33:41,12.2188,125.4808,80.53,87,100,11.43
354,Abha,SA,2022-04-26 19:33:41,18.2164,42.5053,57.02,67,0,0.0
355,Turbat,PK,2022-04-26 19:33:42,26.0023,63.044,85.42,41,1,3.44
356,Luderitz,NA,2022-04-26 19:33:43,-26.6481,15.1594,67.32,41,0,9.19
357,Airai,TL,2022-04-26 19:33:44,-8.9266,125.4092,58.5,89,100,0.36
358,Comodoro Rivadavia,AR,2022-04-26 19:33:44,-45.8667,-67.5,55.26,35,40,21.85
359,Srandakan,ID,2022-04-26 19:33:45,-7.9386,110.2506,77.18,90,86,4.45
360,Waipawa,NZ,2022-04-26 19:33:45,-41.4122,175.5153,51.87,83,24,3.0
361,Poum,NC,2022-04-26 19:33:46,-20.2333,164.0167,76.26,63,100,17.02
362,Nemuro,JP,2022-04-26 19:33:47,43.3236,145.575,41.83,100,100,9.95
363,Chokurdakh,RU,2022-04-26 19:33:04,70.6333,147.9167,4.95,98,100,6.42
364,Le Havre,FR,2022-04-26 19:31:46,49.4938,0.1077,51.55,57,0,14.97
365,Port Said,EG,2022-04-26 19:33:48,31.2565,32.2841,66.18,88,0,13.8
366,Ilorin,NG,2022-04-26 19:34:49,8.5,4.55,86.36,58,20,10.36
367,Kasongo-Lunda,CD,2022-04-26 19:34:50,-6.4667,16.8167,71.46,96,100,1.57
368,Rapu-Rapu,PH,2022-04-26 19:34:50,13.1866,124.1256,82.94,81,93,14.94
369,Waw,SS,2022-04-26 19:34:51,7.7029,27.9953,86.2,27,44,4.32
370,San Cristobal,VE,2022-04-26 19:34:51,7.7669,-72.225,80.78,71,96,2.46
371,Jahazpur,IN,2022-04-26 19:34:52,25.6167,75.2833,88.18,15,0,8.23
372,Herat,AF,2022-04-26 19:32:14,34.5,62.0,72.82,27,100,12.24
373,Klaksvik,FO,2022-04-26 19:34:54,62.2266,-6.589,41.92,67,99,6.2
374,Jinchang,CN,2022-04-26 19:34:54,38.4953,102.1739,50.11,15,100,5.44
375,Rio Gallegos,AR,2022-04-26 19:32:49,-51.6226,-69.2181,41.05,65,75,17.27
376,Nuuk,GL,2022-04-26 19:34:55,64.1835,-51.7216,34.41,93,75,37.98
377,Taganak,PH,2022-04-26 19:34:56,6.0833,118.3,78.94,72,100,14.67
378,Trincomalee,LK,2022-04-26 19:34:56,8.5711,81.2335,82.51,75,99,6.69
379,Rogers,US,2022-04-26 19:32:28,36.3668,-95.5836,69.93,27,0,0.0
380,Kununurra,AU,2022-04-26 19:34:57,-15.7667,128.7333,69.78,83,100,0.0
381,Sungaipenuh,ID,2022-04-26 19:34:58,-2.0833,101.3833,65.86,92,100,1.01
382,Tomatlan,MX,2022-04-26 19:34:58,19.9333,-105.25,89.47,44,0,13.0
383,Naze,JP,2022-04-26 19:34:59,28.3667,129.4833,72.52,85,100,15.05
384,Novopavlovka,RU,2022-04-26 19:35:00,51.2172,109.2091,23.36,46,63,0.98
385,Leningradskiy,RU,2022-04-26 19:35:00,69.3833,178.4167,10.45,90,63,10.4
386,Osa,RU,2022-04-26 19:34:09,57.2829,55.4567,55.81,78,100,12.59
387,Sabang,ID,2022-04-26 19:35:01,5.8933,95.3214,84.16,73,100,7.2
388,Sundumbili,ZA,2022-04-26 19:35:02,-29.1337,31.3975,60.98,77,38,8.08
389,Hilton Head Island,US,2022-04-26 19:31:31,32.2163,-80.7526,87.1,74,40,11.5
390,Rio Grande,BR,2022-04-26 19:31:47,-32.035,-52.0986,77.11,84,32,14.36
391,Boende,CD,2022-04-26 19:35:04,-0.2167,20.8667,70.59,99,100,3.51
392,Meiktila,MM,2022-04-26 19:35:05,20.8667,95.8667,85.95,49,2,8.19
393,Biak,ID,2022-04-26 19:35:06,-0.9131,122.8766,77.27,85,100,2.17
394,Fare,PF,2022-04-26 19:35:06,-16.7,-151.0167,81.97,74,8,21.14
395,Wajima,JP,2022-04-26 19:35:07,37.4,136.9,57.9,97,100,12.68
396,Golden,US,2022-04-26 19:35:08,39.7555,-105.2211,74.7,15,40,12.66
397,Marshalltown,US,2022-04-26 19:31:21,42.0494,-92.908,51.3,46,0,17.27
398,Clyde River,CA,2022-04-26 19:35:09,70.4692,-68.5914,17.83,93,100,31.07
399,Maunabo,PR,2022-04-26 19:35:09,18.0072,-65.8993,82.89,62,100,15.1
400,Colac,AU,2022-04-26 19:35:10,-38.3333,143.5833,63.09,77,100,6.8
401,Kachug,RU,2022-04-26 19:35:10,53.9606,105.8817,29.35,71,100,2.93
402,Surt,LY,2022-04-26 19:35:11,31.2089,16.5887,65.39,77,100,16.78
403,Tooele,US,2022-04-26 19:35:12,40.5308,-112.2983,69.89,23,0,13.8
404,Vaitape,PF,2022-04-26 19:35:12,-16.5167,-151.75,82.74,72,29,20.22
405,Lakes Entrance,AU,2022-04-26 19:35:13,-37.8811,147.981,52.16,86,97,3.06
406,Vastse-Kuuste,EE,2022-04-26 19:35:13,58.1669,26.9343,42.64,76,100,2.62
407,Itaituba,BR,2022-04-26 19:35:14,-4.2761,-55.9836,91.56,62,20,5.75
408,Pacifica,US,2022-04-26 19:30:43,37.6138,-122.4869,69.4,71,20,28.77
409,Berbera,SO,2022-04-26 19:35:15,10.4396,45.0143,84.67,77,14,9.24
410,Padang,ID,2022-04-26 19:35:16,-0.9492,100.3543,78.67,86,100,3.67
411,Eucaliptus,BO,2022-04-26 19:35:16,-17.5833,-67.5167,62.89,12,8,3.65
412,Quibor,VE,2022-04-26 19:35:17,9.9287,-69.6201,68.97,65,85,4.83
413,Peterhead,GB,2022-04-26 19:35:17,57.5058,-1.7981,45.0,68,93,11.07
414,Saint-Raymond,CA,2022-04-26 19:31:18,45.467,-73.6095,59.83,67,100,14.97
415,Baykit,RU,2022-04-26 19:36:19,61.67,96.37,18.75,91,26,4.43
416,Dukat,RU,2022-04-26 19:36:19,62.55,155.55,13.41,92,100,3.87
417,Erzin,TR,2022-04-26 19:36:20,36.9559,36.2,63.93,53,0,1.54
418,Shebalino,RU,2022-04-26 19:36:20,51.2917,85.6772,36.41,92,100,4.61
419,Kashi,CN,2022-04-26 19:36:21,39.4547,75.9797,69.01,15,99,6.71
420,Vani,GE,2022-04-26 19:36:22,42.0832,42.5216,55.09,76,0,2.3
421,Paredon,MX,2022-04-26 19:36:22,16.0333,-93.8667,92.84,48,67,7.9
422,Zhigansk,RU,2022-04-26 19:36:23,66.7697,123.3711,4.46,94,32,9.44
423,Taoudenni,ML,2022-04-26 19:36:23,22.6783,-3.9836,82.69,19,0,10.6
424,Yar-Sale,RU,2022-04-26 19:36:24,66.8333,70.8333,29.53,95,100,19.46
425,Kaohsiung,TW,2022-04-26 19:36:25,22.6163,120.3133,81.03,90,75,3.44
426,Sibolga,ID,2022-04-26 19:36:25,1.7427,98.7792,77.85,82,100,3.51
427,Denpasar,ID,2022-04-26 19:34:58,-8.65,115.2167,78.46,88,20,2.3
428,Vila Franca Do Campo,PT,2022-04-26 19:36:27,37.7167,-25.4333,63.01,82,34,8.14
429,Port Lincoln,AU,2022-04-26 19:36:27,-34.7333,135.8667,61.18,88,26,4.32
430,Veraval,IN,2022-04-26 19:36:28,20.9,70.3667,80.82,78,0,13.96
431,Vanimo,PG,2022-04-26 19:33:15,-2.6741,141.3028,77.88,90,100,5.86
432,Palmer,US,2022-04-26 19:35:38,42.1584,-72.3287,53.85,85,100,0.0
433,Manzanillo,CU,2022-04-26 19:36:29,20.3433,-77.1167,88.09,43,41,12.82
434,Anaco,VE,2022-04-26 19:36:30,9.4389,-64.4728,85.51,57,100,6.91
435,Dubbo,AU,2022-04-26 19:36:30,-32.25,148.6167,59.13,94,100,13.8
436,Petrinja,HR,2022-04-26 19:36:31,45.4375,16.29,58.91,78,61,2.01
437,Zhanaozen,KZ,2022-04-26 19:36:32,43.3,52.8,68.94,24,100,17.05
438,Guipavas,FR,2022-04-26 19:36:32,48.4352,-4.3972,59.05,68,0,13.8
439,Ulagan,RU,2022-04-26 19:36:33,50.6321,87.9563,34.3,96,100,1.7
440,Uvira,CD,2022-04-26 19:36:34,-3.4067,29.1458,72.55,92,100,2.55
441,Angoche,MZ,2022-04-26 19:36:34,-16.2325,39.9086,76.28,88,100,7.87
442,Indiana,US,2022-04-26 19:34:47,40.0003,-86.2503,54.59,57,75,12.66
443,Maraa,BR,2022-04-26 19:36:35,-1.8333,-65.3667,76.41,96,100,2.26
444,Omboue,GA,2022-04-26 19:36:36,-1.5746,9.2618,78.82,89,100,5.75
445,Ludza,LV,2022-04-26 19:36:36,56.55,27.7167,41.22,76,100,6.89
446,Selma,US,2022-04-26 19:36:37,36.5708,-119.6121,77.02,38,100,7.29
447,Port Augusta,AU,2022-04-26 19:36:38,-32.5,137.7667,58.53,94,5,1.19
448,Mecca,SA,2022-04-26 19:36:38,21.4267,39.8261,85.64,34,0,2.82
449,Broome,US,2022-04-26 19:36:39,42.2506,-75.833,56.62,81,100,9.22
450,Pangody,RU,2022-04-26 19:36:40,65.85,74.4859,24.57,90,100,16.42
451,Bilibino,RU,2022-04-26 19:36:40,68.0546,166.4372,23.59,82,100,4.9
452,Soyo,AO,2022-04-26 19:36:41,-6.1349,12.3689,78.39,89,100,7.23
453,Saint Anthony,US,2022-04-26 19:36:41,45.0205,-93.218,42.15,49,75,11.5
454,Sonamura,IN,2022-04-26 19:36:42,23.4719,91.2664,77.27,98,18,5.21
455,Port Antonio,JM,2022-04-26 19:36:42,18.18,-76.4612,82.94,73,54,7.72
456,Isla Mujeres,MX,2022-04-26 19:36:43,21.2311,-86.731,86.05,78,10,12.62
457,Fehergyarmat,HU,2022-04-26 19:36:44,47.9833,22.5167,52.12,87,0,4.99
458,Terrace Bay,CA,2022-04-26 19:36:44,48.7834,-87.1,22.75,85,100,14.18
459,Sao Jose Da Coroa Grande,BR,2022-04-26 19:36:45,-8.8978,-35.1478,79.12,73,10,10.27
460,High Level,CA,2022-04-26 19:36:46,58.5169,-117.136,46.51,53,40,9.22
461,Antigonish,CA,2022-04-26 19:33:28,45.6169,-61.9986,58.82,62,100,8.99
462,Bathsheba,BB,2022-04-26 19:36:27,13.2167,-59.5167,81.21,83,75,9.22
463,Henties Bay,NA,2022-04-26 19:37:47,-22.116,14.2845,63.32,70,1,5.95
464,Maracacume,BR,2022-04-26 19:37:48,-2.0428,-45.9592,79.84,86,97,2.44
465,Loandjili,CG,2022-04-26 19:37:48,-4.7561,11.8578,78.67,89,99,6.46
466,Tessalit,ML,2022-04-26 19:37:49,20.1986,1.0114,82.08,16,0,9.66
467,Vestmannaeyjar,IS,2022-04-26 19:37:50,63.4427,-20.2734,47.39,81,75,4.61
468,Zeya,RU,2022-04-26 19:37:50,53.75,127.2667,26.69,76,62,4.99
469,Codcod,PH,2022-04-26 19:37:51,10.4581,123.2222,70.72,89,100,3.91
470,Nanortalik,GL,2022-04-26 19:37:51,60.1432,-45.2371,37.45,82,100,5.35
471,Ha Tinh,VN,2022-04-26 19:37:52,18.3333,105.9,79.14,79,44,1.19
472,Katsuura,JP,2022-04-26 19:37:53,35.1333,140.3,69.82,91,100,31.47
473,Erenhot,CN,2022-04-26 19:37:53,43.6475,111.9767,39.67,25,100,4.29
474,Vicosa,BR,2022-04-26 19:37:54,-20.7539,-42.8819,73.4,80,56,4.12
475,Ivanava,BY,2022-04-26 19:37:54,52.1451,25.5365,46.67,80,96,6.06
476,Pangnirtung,CA,2022-04-26 19:37:55,66.1451,-65.7125,-2.2,71,0,2.3
477,Beira,MZ,2022-04-26 19:37:55,-19.8436,34.8389,77.09,88,75,16.11
478,Kamakhyanagar,IN,2022-04-26 19:37:56,20.9333,85.55,80.01,77,0,3.78
479,Beroroha,MG,2022-04-26 19:37:57,-21.6667,45.1667,73.38,87,100,7.27
480,Sanmenxia,CN,2022-04-26 19:37:57,34.7747,111.1814,64.02,31,100,13.42
481,Dois Vizinhos,BR,2022-04-26 19:34:00,-25.7336,-53.0572,77.67,77,0,4.45
482,Lagoa,PT,2022-04-26 19:34:00,39.05,-27.9833,61.2,84,100,21.81
483,Tirumullaivasal,IN,2022-04-26 19:37:59,11.2333,79.8333,82.24,76,94,7.34
484,Tchollire,CM,2022-04-26 19:37:59,8.4022,14.1698,78.73,73,100,7.18
485,Pisco,PE,2022-04-26 19:36:47,-13.7,-76.2167,71.65,68,0,16.11
486,Jardim,BR,2022-04-26 19:38:00,-21.4803,-56.1381,88.48,47,92,6.55
487,Gobabis,NA,2022-04-26 19:38:01,-22.45,18.9667,69.91,33,99,9.24
488,Bredy,RU,2022-04-26 19:38:01,52.4153,60.3411,53.17,55,20,8.3
489,Copiapo,CL,2022-04-26 19:38:02,-27.3667,-70.3333,62.29,43,42,6.89
490,Humaita,BR,2022-04-26 19:38:03,-7.5061,-63.0208,83.91,73,99,3.04
491,Malartic,CA,2022-04-26 19:38:04,48.1335,-78.1328,33.91,75,100,7.72
492,Tabou,CI,2022-04-26 19:38:04,4.423,-7.3528,81.28,82,100,7.47
493,Arman,RU,2022-04-26 19:38:05,59.7,150.1667,19.02,73,41,6.33
494,Bouar,CF,2022-04-26 19:38:05,5.934,15.596,67.73,93,98,0.98
495,Umm Kaddadah,SD,2022-04-26 19:38:06,13.6017,26.6876,87.01,20,100,9.19
496,Bara,NG,2022-04-26 19:38:07,10.3744,10.7288,94.64,28,97,7.78
497,Wabana,CA,2022-04-26 19:38:08,47.6332,-52.9481,42.57,88,100,12.66
498,Santa Isabel Do Rio Negro,BR,2022-04-26 19:38:09,-0.4139,-65.0192,75.96,98,100,1.52
499,Cockburn Town,TC,2022-04-26 19:38:09,21.4612,-71.1419,80.56,61,40,13.8
500,Chatakonda,IN,2022-04-26 19:38:10,17.55,80.65,86.88,49,43,6.82
501,Zemio,CF,2022-04-26 19:38:10,5.0314,25.1361,71.24,93,98,4.76
502,Nassau,US,2022-04-26 19:38:11,40.7507,-73.5829,62.28,73,100,10.36
503,Rodrigues Alves,BR,2022-04-26 19:38:12,-7.738,-72.6509,89.8,51,96,1.23
504,Pontian Kecil,MY,2022-04-26 19:38:12,1.4801,103.3899,77.32,86,100,4.88
505,Kieta,PG,2022-04-26 19:38:13,-6.2167,155.6333,79.07,82,57,0.27
506,Port Hedland,AU,2022-04-26 19:38:14,-20.3167,118.5667,77.05,78,100,8.05
507,Merritt,CA,2022-04-26 19:38:14,50.1123,-120.7942,51.1,39,100,7.96
508,Huangchuan,CN,2022-04-26 19:39:16,32.1272,115.0394,66.58,88,95,8.99
509,La Rioja,ES,2022-04-26 19:39:16,42.25,-2.5,55.18,74,100,5.79
510,Aswan,EG,2022-04-26 19:39:17,24.0934,32.907,90.7,9,0,6.91
511,Agirish,RU,2022-04-26 19:39:17,61.9247,63.0231,45.64,98,100,8.12
512,Kloulklubed,PW,2022-04-26 19:39:18,7.0419,134.2556,77.29,88,100,7.2
513,Volchansk,RU,2022-04-26 19:39:19,59.9378,60.081,48.0,93,100,7.0
514,Gamba,GA,2022-04-26 19:39:19,-2.65,10.0,78.04,89,80,5.3
515,Ust-Kuyga,RU,2022-04-26 19:39:20,70.0167,135.6,-6.79,100,96,2.39
516,Caravelas,BR,2022-04-26 19:39:20,-17.7125,-39.2481,78.58,73,0,5.55
517,Shingu,JP,2022-04-26 19:39:21,33.7333,135.9833,67.89,98,100,5.23
518,Hualmay,PE,2022-04-26 19:39:22,-11.0964,-77.6139,72.37,75,25,11.14
519,Tadine,NC,2022-04-26 19:39:22,-21.55,167.8833,72.72,74,100,14.9
520,Woodward,US,2022-04-26 19:39:23,36.4337,-99.3904,72.97,22,75,17.27
521,Olkhovka,RU,2022-04-26 19:39:23,53.2115,60.6069,56.14,58,100,8.25
522,Mehriz,IR,2022-04-26 19:39:24,31.5917,54.4318,66.7,46,100,6.96
523,Batemans Bay,AU,2022-04-26 19:39:25,-35.7167,150.1833,62.1,91,100,2.82
524,Diffa,NE,2022-04-26 19:39:25,13.3154,12.6113,94.03,16,58,3.06
525,Kijang,KR,2022-04-26 19:38:03,35.2442,129.2139,64.13,90,60,6.35
526,Nizwa,OM,2022-04-26 19:39:26,22.9333,57.5333,84.72,24,99,4.12
527,Banyo,CM,2022-04-26 19:39:27,6.75,11.8167,69.19,87,100,3.8
528,Nouadhibou,MR,2022-04-26 19:39:27,20.931,-17.0347,67.98,77,0,19.57
529,Dhanwar,IN,2022-04-26 19:39:28,24.4167,85.9833,86.16,14,15,5.7
530,Puerto Leguizamo,CO,2022-04-26 19:39:29,-0.1934,-74.7819,79.74,91,85,3.09
531,Sechura,PE,2022-04-26 19:39:29,-5.5569,-80.8222,79.97,56,75,14.38
532,Shache,CN,2022-04-26 19:39:30,38.4167,77.2406,65.19,15,84,2.75
533,Adrar,MR,2022-04-26 19:39:30,20.5022,-10.0711,76.55,25,0,10.49
534,Kon Tum,VN,2022-04-26 19:39:31,14.35,108.0,69.39,94,100,1.5
535,Batagay,RU,2022-04-26 19:39:32,67.6333,134.6333,1.38,99,89,2.21
536,Shulan,CN,2022-04-26 19:39:32,44.4167,126.95,39.74,47,0,12.59
537,Colesberg,ZA,2022-04-26 19:39:33,-30.72,25.0972,51.33,38,0,4.09
538,Camargo,MX,2022-04-26 19:39:33,27.6667,-105.1667,75.69,43,95,8.43
539,Wageningen,NL,2022-04-26 19:39:34,51.9667,5.6667,50.09,68,20,6.91
540,Coihaique,CL,2022-04-26 19:39:23,-45.5752,-72.0662,41.61,75,100,9.22
541,Znamenskoye,RU,2022-04-26 19:39:35,57.1281,73.8282,41.85,94,18,3.98
542,Umea,SE,2022-04-26 19:39:36,63.8284,20.2597,31.91,51,0,5.75
543,Anakapalle,IN,2022-04-26 19:39:36,17.6833,83.0167,84.15,91,4,5.93
544,Santa Cruz Cabralia,BR,2022-04-26 19:39:15,-16.2781,-39.0247,82.63,65,40,5.75
545,Tobol,KZ,2022-04-26 19:39:37,52.6844,62.5794,57.09,51,91,8.28
546,Porto Novo,BJ,2022-04-26 19:39:38,6.4965,2.6036,82.22,84,44,6.24
547,Isangel,VU,2022-04-26 19:39:39,-19.55,169.2667,76.37,56,100,14.23
548,Acarau,BR,2022-04-26 19:39:39,-2.8856,-40.12,79.43,86,71,12.53
549,Singarayakonda,IN,2022-04-26 19:39:40,15.25,80.0333,81.48,84,0,13.35
550,Byron Bay,AU,2022-04-26 19:39:40,-28.65,153.6167,62.49,84,100,4.61
551,Maningrida,AU,2022-04-26 19:39:41,-12.0667,134.2667,76.39,88,50,2.21
552,Shreveport,US,2022-04-26 19:39:42,32.5251,-93.7502,73.0,43,0,9.22
553,Muzhi,RU,2022-04-26 19:39:42,65.3667,64.6667,36.43,100,100,13.31
554,Grindavik,IS,2022-04-26 19:39:43,63.8424,-22.4338,46.35,76,75,4.61
555,Northampton,US,2022-04-26 19:30:33,40.8754,-75.2499,62.62,80,99,1.99
556,Knevichi,RU,2022-04-26 19:40:44,43.3992,132.1803,46.42,42,54,18.01
557,Nueva Concepcion,GT,2022-04-26 19:40:44,14.2,-91.3,93.76,42,86,11.99
558,Kampot,KH,2022-04-26 19:40:45,10.6167,104.1833,78.85,84,48,5.57
559,Lata,PT,2022-04-26 19:40:45,40.1629,-8.3327,59.81,94,2,1.28
560,Vestmanna,FO,2022-04-26 19:40:46,62.1564,-7.1664,40.12,70,75,6.91
561,Margate,GB,2022-04-26 19:40:47,51.3813,1.3862,50.31,72,75,3.0
562,Isfana,KG,2022-04-26 19:40:47,39.8386,69.5306,57.76,54,100,2.57
563,Iranshahr,IR,2022-04-26 19:40:48,27.2025,60.6848,89.94,19,5,16.11
564,Sao Francisco,BR,2022-04-26 19:40:48,-15.9486,-44.8644,86.99,32,24,8.43
565,Chabahar,IR,2022-04-26 19:40:49,25.2919,60.643,82.85,71,4,3.31
566,Shelburne,CA,2022-04-26 19:40:50,44.0787,-80.2041,40.6,84,100,8.1
